FIPS,wkt_geom
02100,"58.16633,-135.26067 58.16814,-135.26328 58.31583,-135.45221 58.31810,-135.45485 59.26615,-136.49222 59.27520,-136.49620 59.46585,-136.47679 59.59988,-136.35356 59.64005,-136.19333 59.73119,-135.71339 59.24890,-134.70070 59.13099,-134.48270 59.03876,-134.38197 58.96908,-134.35133 58.18932,-135.05638 58.18658,-135.06503 58.18613,-135.06764 58.16633,-135.26067"
02110,"57.79108,-133.70485 57.79157,-133.70825 58.03134,-134.69331 58.07843,-134.75891 58.50665,-135.03502 58.85062,-135.15814 58.93241,-135.17178 58.94468,-135.17363 58.97467,-135.17287 58.96908,-134.35133 58.96347,-134.32043 58.96236,-134.31484 58.96207,-134.31337 58.72960,-133.84015 58.43041,-133.37724 58.15383,-133.17195 57.79411,-133.69017 57.79108,-133.70485"
02122,"58.65258,-154.14752 58.65273,-154.64235 58.73942,-154.69505 59.08626,-154.74918 59.25951,-154.74849 61.48389,-153.48582 61.48391,-153.47049 61.48395,-153.28639 61.48362,-153.12724 61.42633,-151.33295 60.87628,-149.11185 60.86168,-149.06082 60.73299,-148.65729 60.41516,-148.56375 60.12638,-148.56314 59.96111,-148.58604 59.59861,-149.56436 59.34639,-150.37888 59.19499,-150.95882 59.19313,-150.96724 58.65261,-153.81696 58.65258,-154.14752"
02130,"55.12648,-131.74771 55.12750,-131.75160 55.13691,-131.77792 55.17836,-131.82310 55.19044,-131.83089 55.19183,-131.83156 55.31528,-131.87090 55.37757,-131.87857 55.37803,-131.87854 55.50755,-131.83958 55.85608,-131.71654 55.88772,-131.68933 55.88860,-131.68843 55.90528,-131.66496 55.90699,-131.66074 55.90820,-131.65494 55.90976,-131.64584 55.96826,-131.29636 55.96940,-131.28889 55.97010,-131.28230 55.97093,-131.26509 55.97032,-131.26025 55.96357,-131.24870 55.90229,-131.15962 55.88565,-131.13936 55.84238,-131.08693 55.82533,-131.06841 55.82298,-131.06621 55.80890,-131.05470 55.79623,-131.04466 55.70238,-130.97035 55.70005,-130.96898 55.65674,-130.94450 55.65535,-130.94385 55.57561,-130.92340 55.34094,-130.92787 55.34003,-130.92796 55.33503,-130.92851 55.33323,-130.92950 55.33235,-130.93040 55.32133,-130.94202 55.32002,-130.94376 55.19529,-131.15933 55.18930,-131.18550 55.12648,-131.74771"
02150,"55.76320,-155.60194 55.77890,-155.71432 55.99683,-156.68333 56.02066,-156.73248 56.03479,-156.75252 56.03575,-156.75314 56.15409,-156.80354 56.16301,-156.80666 56.17503,-156.80830 56.19209,-156.80974 57.24936,-156.75113 57.25026,-156.75093 57.49582,-156.44661 58.19050,-155.35918 58.65269,-154.31277 58.85529,-153.44208 58.96532,-152.31694 58.97686,-152.15245 58.97625,-152.14899 58.95095,-152.02412 58.94537,-152.01080 58.92363,-151.96103 58.92216,-151.95860 58.92023,-151.95625 58.24766,-151.78764 58.21727,-151.79176 58.20874,-151.79491 58.19135,-151.80385 57.38656,-152.25528 57.38396,-152.25703 57.38225,-152.25848 57.37449,-152.26891 57.37287,-152.27118 56.53054,-153.88370 56.52782,-153.88951 55.76859,-155.58188 55.76591,-155.58905 55.76347,-155.59943 55.76320,-155.60194"
02164,"55.63892,-159.56122 55.88731,-159.86790 56.32101,-159.90039 56.49446,-159.89986 60.90606,-156.00250 61.01109,-153.44090 60.81966,-153.39702 60.73274,-153.39685 60.47292,-153.39717 59.77939,-153.65657 58.46475,-154.31265 58.42150,-154.36728 56.53581,-156.96970 55.82907,-158.70705 55.78923,-158.87987 55.78847,-158.88324 55.63927,-159.55875 55.63892,-159.56122"
02170,"61.19135,-150.97391 61.42618,-153.00980 61.51268,-153.00993 62.32900,-153.00757 62.72563,-153.00552 63.32627,-149.49348 63.47757,-148.02519 63.47777,-147.83626 63.47783,-146.87718 63.47778,-146.68576 63.47749,-146.49432 62.85684,-146.43674 62.51025,-146.42416 62.42359,-146.42381 62.25035,-146.42412 61.47085,-146.94252 61.42635,-147.20699 61.23745,-149.97621 61.19135,-150.97391"
02180,"62.93765,-169.64545 62.93777,-169.64958 62.93825,-169.65488 62.94944,-169.71968 62.95579,-169.75394 63.31694,-171.55576 63.36430,-171.73470 63.36588,-171.73755 63.40504,-171.79420 63.42761,-171.81572 63.43531,-171.82263 63.48462,-171.84689 63.55085,-171.84084 63.57466,-171.83058 63.77679,-171.74306 63.78029,-171.74057 65.76507,-168.94673 65.76854,-168.94174 65.77282,-168.92754 66.46666,-165.20403 66.47028,-165.18300 66.53916,-164.76077 66.57043,-164.54228 66.57197,-164.52779 66.58169,-164.42825 66.58257,-164.41815 66.58383,-164.39899 66.58398,-164.39558 65.52381,-159.38579 65.43723,-159.37769 65.39481,-159.37700 65.26392,-159.37688 63.79181,-159.73695 63.01202,-160.85844 62.93765,-169.64545"
02185,"67.99929,-155.31900 68.03477,-165.36362 68.10628,-165.83470 68.10844,-165.84763 68.11173,-165.86580 68.33843,-166.83562 68.87579,-166.22542 68.88284,-166.21410 70.21234,-162.33189 70.22289,-162.30098 70.22993,-162.27992 70.28971,-162.08115 70.30543,-162.02711 70.34239,-161.87871 70.82102,-159.51628 70.82791,-159.48027 71.39716,-156.47881 71.39805,-156.47041 71.39754,-156.46210 70.15801,-143.26836 70.05025,-142.76413 69.67146,-141.10114 69.64827,-141.00313 69.62337,-141.00211 68.72301,-141.00214 68.50036,-141.00215 68.47570,-141.00237 68.43923,-141.00301 67.99947,-145.99910 67.99943,-146.15323 67.99940,-146.92282 67.99931,-151.88806 67.99929,-155.31900"
02188,"65.43699,-160.37262 65.43700,-163.07454 65.43700,-163.17773 65.43729,-163.75546 65.78360,-164.24455 68.03477,-165.36362 68.20794,-164.49986 68.29435,-162.72171 68.29465,-162.10071 68.29467,-161.55701 68.29465,-160.15915 68.29463,-159.69308 68.20825,-157.15541 68.03512,-155.31833 67.60226,-154.69026 67.16907,-154.14603 66.82265,-154.14622 66.73645,-154.21001 66.30348,-155.55464 65.43715,-159.80121 65.43703,-159.87126 65.43699,-160.37262"
02201,"54.66147,-132.69421 54.66262,-132.72879 54.66677,-132.77736 54.74715,-133.50952 54.74812,-133.51422 54.74860,-133.51578 54.77957,-133.54616 55.43800,-133.82037 55.89329,-133.94418 55.91381,-133.94522 55.91517,-133.94437 56.34871,-133.64470 56.36447,-133.62846 56.36487,-133.62350 56.40301,-131.06340 56.36698,-130.78188 56.12287,-130.10391 56.09632,-130.08038 56.00810,-130.00299 55.28516,-129.98953 55.28337,-129.99057 54.99658,-130.26385 54.96669,-130.29379 54.96318,-130.29741 54.95794,-130.30362 54.90837,-130.36766 54.72798,-130.64459 54.72631,-130.64873 54.71899,-130.68509 54.66147,-132.69421"
02220,"56.16322,-134.67426 56.17605,-134.70445 56.23641,-134.81064 56.99540,-135.85622 56.99856,-135.85965 57.83321,-136.43666 58.01058,-135.90253 57.76186,-134.94186 57.76140,-134.94016 57.76049,-134.93758 57.75867,-134.93416 57.75503,-134.92818 57.73956,-134.92052 57.59213,-134.85612 57.50065,-134.82422 56.70603,-134.63113 56.70238,-134.63034 56.63815,-134.62105 56.31345,-134.63591 56.17685,-134.66267 56.16729,-134.66685 56.16322,-134.67426"
02232,"57.01144,-134.61208 57.01145,-134.61459 57.01192,-134.61794 57.83364,-136.43839 57.84878,-136.46648 57.91172,-136.56624 58.61649,-137.67509 58.79000,-137.93825 58.79673,-137.94237 58.80354,-137.94295 58.80858,-137.94162 59.73119,-135.71339 59.73767,-135.69087 59.79810,-135.47958 59.69609,-135.23366 59.62310,-135.11748 59.56364,-135.02888 58.15383,-133.17195 57.34989,-132.36925 57.34387,-132.36461 57.18892,-133.09818 57.18386,-133.12456 57.01144,-134.61208"
02240,"61.89377,-141.81555 63.02895,-146.49408 63.47766,-147.62564 63.49273,-147.63091 63.77980,-147.70244 64.25700,-147.57076 65.82621,-141.08771 65.83898,-141.02492 65.83995,-141.00256 65.81493,-141.00195 64.92310,-141.00183 64.13253,-141.00175 62.51464,-141.00166 62.19684,-141.00166 62.09701,-141.00169 62.04687,-141.00182 61.89460,-141.00233 61.89439,-141.00835 61.89381,-141.68388 61.89377,-141.81555"
02261,"59.40950,-146.36249 59.41066,-146.36861 59.91921,-148.64433 59.92237,-148.65729 59.92549,-148.66289 59.93054,-148.66982 60.73287,-148.74690 60.81985,-148.74580 60.84929,-148.74057 61.42617,-148.46207 63.02895,-146.49408 63.20302,-146.11203 63.20346,-146.01735 63.20360,-145.72849 63.20345,-145.49919 63.20251,-145.15477 63.12287,-143.12793 62.51052,-141.96745 61.89460,-141.00233 61.88727,-141.00208 61.86970,-141.00169 61.12459,-141.00148 60.37987,-141.00143 60.30507,-141.00157 60.29022,-141.00200 59.41016,-146.34485 59.40950,-146.36249"
02270,"60.92081,-165.12885 60.92225,-165.13582 60.92464,-165.14206 61.09117,-165.56471 61.10281,-165.58481 61.11121,-165.59743 61.49966,-166.12431 61.52724,-166.15221 61.55197,-166.17451 61.57497,-166.18767 61.58121,-166.19038 61.58797,-166.19228 61.59028,-166.19194 61.70108,-166.16359 61.77235,-166.14452 62.03651,-166.01143 62.04227,-166.00713 62.06462,-165.98578 63.13921,-164.58286 63.14166,-164.57938 63.21237,-164.41910 63.22226,-164.38373 63.22563,-164.37025 63.23447,-164.32748 63.24709,-164.24176 63.25042,-164.21907 63.25991,-164.13052 63.26027,-164.12245 63.26085,-164.08894 63.27716,-162.59027 63.27184,-162.38286 63.01202,-160.85844 61.83530,-160.18732 61.83167,-160.18700 61.82802,-160.18765 61.82159,-160.19096 61.81046,-160.20258 61.60015,-161.12289 60.95018,-164.41174 60.94895,-164.41809 60.94098,-164.52988 60.92081,-165.12885"
02280,"55.64539,-132.10440 55.82153,-134.28455 55.83366,-134.33139 55.84011,-134.34344 56.17685,-134.66267 56.25295,-134.66690 56.25842,-134.66603 56.84275,-134.42953 56.84411,-134.42868 56.85455,-134.42101 56.85681,-134.41846 57.12266,-133.99886 57.12625,-133.99287 57.13065,-133.97508 57.41868,-132.71445 57.41949,-132.70930 57.42031,-132.70416 57.42271,-132.68620 57.42377,-132.67001 57.42348,-132.65477 57.42289,-132.64803 57.39772,-132.52423 57.34387,-132.36461 56.40301,-131.06340 56.26965,-130.99130 56.26690,-130.99078 56.26417,-130.99109 56.25831,-130.99336 56.23900,-131.00287 56.00374,-131.36629 55.68552,-131.99449 55.64539,-132.10440"
02282,"58.80858,-137.94162 59.98785,-143.88901 59.98873,-143.89287 60.63063,-143.90227 60.67000,-143.44000 60.35213,-139.07492 59.24367,-137.60753 59.10627,-137.54178 58.98520,-137.49994 58.95180,-137.51079 58.90648,-137.52605 58.80858,-137.94162"
02290,"61.94571,-159.96558 61.94573,-160.79372 61.94583,-160.88609 61.94602,-160.91624 62.20573,-161.04803 62.29263,-161.04823 62.46598,-161.04861 62.55246,-161.04778 62.89911,-160.99634 63.27193,-160.85834 65.95703,-159.60432 67.99929,-155.31900 68.43888,-145.99934 68.43917,-145.94691 68.43933,-145.75255 68.43935,-145.51825 68.43940,-142.47029 68.43938,-141.17995 68.43925,-141.02322 68.43923,-141.00301 68.41402,-141.00235 68.21437,-141.00215 67.73840,-141.00209 66.26239,-141.00203 65.91854,-141.00218 65.86817,-141.00232 65.83995,-141.00256 65.61628,-141.38676 65.61317,-141.39314 64.67318,-143.66939 64.66163,-143.70120 62.03252,-153.76187 61.94614,-159.26509 61.94575,-159.29616 61.94571,-159.96558"
04001,"33.48055,-109.76663 33.48231,-109.77490 33.48986,-109.80195 33.58062,-109.89215 35.67583,-109.99197 35.76306,-109.99250 35.97520,-109.99379 35.99824,-109.99393 35.99977,-109.99394 36.99204,-109.99677 36.99346,-109.93858 36.99828,-109.04984 36.99797,-109.04983 36.93634,-109.04836 36.13274,-109.04613 35.08765,-109.04494 34.16465,-109.04774 33.78325,-109.04972 33.48290,-109.75455 33.48055,-109.76663"
04003,"31.33426,-109.63163 31.33481,-109.99541 31.33756,-110.45193 31.65653,-110.45768 32.44404,-110.45415 32.44524,-110.35693 32.44197,-109.04889 32.34081,-109.04774 32.17538,-109.04601 32.06734,-109.04541 31.46203,-109.04400 31.34335,-109.04501 31.33591,-109.48431 31.33426,-109.63163"
04005,"34.26143,-110.84060 34.38414,-111.39037 34.38793,-111.40498 34.45180,-111.54353 35.54082,-113.31949 36.03584,-113.34602 36.04268,-113.34527 36.04953,-113.34395 36.05693,-113.34039 36.06018,-113.33829 36.99978,-112.53526 37.00900,-111.39822 37.00406,-110.74091 36.99771,-110.74020 35.70310,-110.73721 35.46383,-110.73731 35.39173,-110.73747 34.40112,-110.74032 34.27748,-110.74200 34.27048,-110.75463 34.26143,-110.84060"
04007,"32.98845,-110.76719 32.98882,-110.77267 32.98922,-110.77596 33.01619,-110.79845 34.14779,-111.70016 34.16176,-111.70565 34.16764,-111.70696 34.22611,-111.69511 34.35648,-111.65955 34.39502,-111.64416 34.40198,-111.63771 34.51663,-111.50883 34.51942,-111.50558 34.52043,-111.50114 34.52099,-111.49615 34.45062,-111.24695 34.31151,-110.77614 34.00312,-109.99506 33.58880,-109.99142 33.58345,-109.99138 33.52568,-109.99120 33.47064,-109.99161 33.19400,-110.42300 32.98845,-110.76719"
04009,"32.43980,-110.35520 32.44404,-110.45415 32.52556,-110.45673 32.66315,-110.45598 33.34520,-110.44991 33.35981,-110.44633 33.38081,-110.44067 33.38766,-110.43860 33.39269,-110.43649 33.39407,-110.43487 33.39641,-110.42996 33.58345,-109.99138 33.65349,-109.49916 32.44874,-109.12548 32.44191,-109.12438 32.43980,-110.35520"
04011,"32.44105,-109.06464 32.44191,-109.12438 32.54473,-109.21918 33.06615,-109.49271 33.07024,-109.49383 33.65349,-109.49916 33.69816,-109.47461 33.69953,-109.47296 33.78593,-109.34420 33.78641,-109.33537 33.78325,-109.04972 32.56178,-109.04733 32.44197,-109.04889 32.44105,-109.06464"
04012,"33.02090,-114.60929 33.03392,-114.66637 33.03535,-114.66962 33.04413,-114.67593 33.09073,-114.70779 33.09398,-114.70952 33.10897,-114.71155 33.30568,-114.73463 33.40458,-114.72508 33.41103,-114.72414 33.95240,-114.52484 33.95937,-114.52201 34.09939,-114.41267 34.33643,-114.15263 34.33675,-114.14541 34.32235,-113.32622 34.25005,-113.32553 33.37731,-113.32816 33.02978,-114.26797 33.02111,-114.59779 33.02090,-114.60929"
04013,"32.51125,-113.12859 32.51882,-113.32926 34.01193,-113.33060 34.04910,-112.15153 34.01255,-111.44272 34.00200,-111.42521 33.67789,-111.14143 33.65084,-111.12801 33.47589,-111.04180 32.51968,-112.20569 32.51125,-113.12859"
04015,"34.20794,-113.66130 34.22347,-113.82689 34.22381,-113.82970 34.25142,-113.99448 34.33643,-114.15263 34.45727,-114.37100 34.46473,-114.37967 34.88170,-114.62837 35.98978,-114.74337 35.99386,-114.74368 36.00475,-114.74393 36.06598,-114.73718 36.07786,-114.73580 36.08663,-114.73305 36.99837,-114.04350 37.00004,-113.55813 37.00006,-113.52203 37.00012,-113.40089 36.99999,-112.89684 36.99978,-112.53526 36.96159,-112.52251 36.42061,-112.61680 36.39684,-112.62252 34.32235,-113.32622 34.31049,-113.33948 34.21226,-113.64432 34.20857,-113.65688 34.20794,-113.66130"
04017,"33.57405,-109.91798 33.57441,-109.93010 33.58345,-109.99138 34.00884,-110.74209 34.06429,-110.74277 34.64417,-110.74300 36.81810,-110.74292 36.96595,-110.74176 37.00406,-110.74091 37.00401,-110.50808 37.00397,-110.49541 36.99382,-110.01766 36.99204,-109.99677 35.67484,-109.82380 34.47335,-109.83833 33.78872,-109.85751 33.58062,-109.89215 33.57405,-109.91798"
04019,"31.43144,-111.36886 32.03162,-113.32835 32.31221,-113.32891 32.51882,-113.32926 32.52556,-110.45673 32.46864,-110.45460 32.07677,-110.44585 31.73600,-110.45158 31.43144,-111.36886"
04021,"32.51132,-111.56737 32.51968,-112.20569 32.68078,-112.20601 33.31316,-112.20721 33.47608,-111.58347 33.47612,-111.42954 33.47614,-111.33356 33.47589,-111.04180 33.19097,-110.44653 32.57843,-110.45497 32.52556,-110.45673 32.51399,-111.15469 32.51242,-111.39694 32.51132,-111.56737"
04023,"31.33554,-111.07132 31.33709,-111.08583 31.34828,-111.12202 31.43144,-111.36886 31.53325,-111.36862 31.73151,-111.15582 31.74024,-110.84585 31.73600,-110.45158 31.65800,-110.44964 31.33756,-110.45193 31.33554,-111.07132"
04025,"33.89886,-112.28719 34.01194,-113.33199 35.30888,-113.32558 35.48211,-113.32239 35.54082,-113.31949 35.54079,-113.30761 35.53757,-113.27122 35.53656,-113.26154 35.51847,-113.15704 35.25989,-112.44080 34.98665,-111.77172 34.81126,-111.54139 34.06588,-111.45826 34.03661,-111.46621 34.00700,-111.48965 33.89886,-112.28719"
04027,"32.03162,-113.32835 32.29230,-114.19147 32.45182,-114.70737 32.48712,-114.82097 32.53295,-114.81725 32.61139,-114.80936 32.61599,-114.80860 32.61929,-114.80666 33.46355,-114.26704 33.46462,-113.95728 33.37731,-113.32816 33.12283,-113.32729 32.03162,-113.32835"
05001,"33.93251,-91.16288 33.94798,-91.28392 33.95933,-91.34289 33.96234,-91.35403 33.98724,-91.38842 34.23574,-91.70738 34.48266,-91.70048 34.57239,-91.58971 34.57111,-91.37086 34.56926,-91.28596 34.34193,-91.04087 34.33831,-91.03968 34.31744,-91.03704 34.22728,-91.05026 34.14610,-91.07030 33.95570,-91.13015 33.93505,-91.14411 33.93271,-91.14849 33.93251,-91.16288"
05003,"33.01003,-92.06331 33.04882,-92.09961 33.05510,-92.10365 33.08698,-92.12333 33.09372,-92.12739 33.10781,-92.12840 33.16652,-92.12926 33.19570,-92.12749 33.20536,-92.12288 33.39973,-91.97922 33.38994,-91.44830 33.01387,-91.45435 33.01003,-92.06331"
05005,"35.97577,-92.41420 36.34460,-92.58218 36.35091,-92.58358 36.35815,-92.58445 36.36411,-92.58241 36.49686,-92.52283 36.49592,-92.14615 36.36316,-92.14795 36.17966,-92.15634 36.06450,-92.19215 35.97709,-92.30279 35.97577,-92.41420"
05007,"36.10347,-94.39202 36.10693,-94.55000 36.17060,-94.56372 36.49228,-94.61530 36.49439,-93.85724 36.43015,-93.85838 36.30799,-93.86055 36.23519,-93.86491 36.10347,-94.39202"
05009,"36.11712,-92.93532 36.12494,-93.29133 36.49537,-93.29796 36.49646,-92.85011 36.11910,-92.88184 36.11712,-92.93532"
05011,"33.16641,-92.15394 33.17123,-92.16177 33.28409,-92.33419 33.32015,-92.36681 33.36931,-92.36695 33.37751,-92.36671 33.71362,-92.31827 33.71206,-91.96978 33.37982,-91.95275 33.30452,-91.96194 33.30034,-91.96620 33.16652,-92.12926 33.16641,-92.15394"
05013,"33.27283,-92.42001 33.28711,-92.44910 33.32272,-92.51527 33.44032,-92.69424 33.49906,-92.75832 33.50262,-92.76122 33.53817,-92.77538 33.55653,-92.77008 33.65485,-92.72065 33.80885,-92.57936 33.80137,-92.33857 33.78159,-92.32901 33.76802,-92.32575 33.69918,-92.31333 33.69465,-92.31261 33.67785,-92.31146 33.54653,-92.30400 33.50423,-92.30304 33.30726,-92.33613 33.30215,-92.34034 33.28234,-92.36818 33.28045,-92.37086 33.27630,-92.39103 33.27297,-92.41452 33.27283,-92.42001"
05015,"36.12494,-93.29133 36.12996,-93.53956 36.30799,-93.86055 36.39742,-93.85939 36.42544,-93.85899 36.49439,-93.85724 36.49554,-93.59584 36.49582,-93.32662 36.49537,-93.29796 36.12494,-93.29133"
05017,"33.01304,-91.16213 33.01342,-91.42753 33.01387,-91.45435 33.38994,-91.44830 33.56246,-91.44376 33.55839,-91.24310 33.55635,-91.22763 33.46403,-91.06656 33.46001,-91.06098 33.45098,-91.05640 33.28193,-91.04043 33.27328,-91.04026 33.26459,-91.04338 33.05555,-91.11868 33.04728,-91.12399 33.01304,-91.16213"
05019,"33.77833,-93.02590 33.77966,-93.04199 33.78690,-93.10204 33.81047,-93.17723 33.83594,-93.24814 33.84911,-93.27699 33.85212,-93.28212 33.85698,-93.28678 33.96368,-93.37565 34.04869,-93.41816 34.21892,-93.49514 34.25171,-93.49405 34.34577,-93.46992 34.34485,-93.40305 34.34263,-93.34669 34.23408,-93.02712 34.16151,-92.88328 33.85603,-92.87724 33.85145,-92.87814 33.82065,-92.88898 33.81872,-92.89277 33.78824,-92.98433 33.77833,-93.02590"
05021,"36.19555,-90.16699 36.19612,-90.17905 36.20276,-90.31985 36.27185,-90.81255 36.49665,-90.80919 36.49983,-90.58067 36.50420,-90.16744 36.50422,-90.16457 36.50333,-90.16113 36.50109,-90.15539 36.49884,-90.15251 36.38255,-90.05206 36.37040,-90.05013 36.30047,-90.04975 36.27227,-90.06609 36.21207,-90.13122 36.20751,-90.13631 36.20338,-90.14426 36.19925,-90.15505 36.19694,-90.16131 36.19555,-90.16699"
05023,"35.36198,-91.99820 35.36457,-92.10941 35.36913,-92.24891 35.71273,-92.23298 35.71541,-91.78427 35.54004,-91.79259 35.45551,-91.79682 35.36278,-91.84875 35.36198,-91.99820"
05025,"33.71206,-91.96978 33.71362,-92.31827 33.97836,-92.46359 34.06250,-92.46291 34.06580,-92.33101 34.07186,-91.94514 33.97773,-91.94551 33.71206,-91.96978"
05027,"33.01814,-92.97883 33.01924,-93.23238 33.02139,-93.47890 33.26176,-93.46962 33.44725,-93.35841 33.45983,-93.21146 33.45669,-93.11001 33.37911,-92.96839 33.01814,-92.97883"
05029,"35.07427,-92.71888 35.07957,-93.04008 35.46828,-92.84171 35.46127,-92.47534 35.37404,-92.47702 35.28812,-92.48045 35.16361,-92.50092 35.15038,-92.50322 35.13802,-92.50724 35.12188,-92.51672 35.11122,-92.52474 35.07574,-92.63070 35.07427,-92.71888"
05031,"35.70620,-90.28732 35.71109,-91.03797 35.88990,-91.03648 35.97701,-90.85007 35.99004,-90.37896 35.99116,-90.28345 35.70620,-90.28732"
05033,"35.35100,-94.27160 35.35206,-94.27900 35.35836,-94.30311 35.40022,-94.43433 35.76030,-94.49134 35.76448,-94.12275 35.76384,-93.96154 35.75883,-93.88862 35.74244,-93.88994 35.46527,-94.04753 35.45119,-94.05913 35.37914,-94.14743 35.35449,-94.21875 35.35231,-94.22765 35.35168,-94.23212 35.35100,-94.27160"
05035,"34.84104,-90.40393 35.14632,-90.49863 35.18304,-90.50417 35.44271,-90.50249 35.44252,-90.13953 35.41829,-90.08516 35.41422,-90.08005 35.40970,-90.07663 35.40653,-90.07548 35.16692,-90.06243 35.14738,-90.06454 35.13783,-90.06896 35.12872,-90.07565 34.92073,-90.24284 34.85178,-90.30155 34.85035,-90.31050 34.84940,-90.31721 34.84104,-90.40393"
05037,"35.14632,-90.49863 35.14730,-91.03960 35.35841,-91.03934 35.44194,-91.03876 35.44754,-90.71313 35.44857,-90.60870 35.44271,-90.50249 35.18084,-90.49682 35.14632,-90.49863"
05039,"33.80137,-92.33857 33.80233,-92.42761 33.82065,-92.88898 33.98185,-92.96028 33.98825,-92.95946 34.16151,-92.88328 34.15479,-92.67026 34.14838,-92.50117 34.12331,-92.41415 34.11912,-92.40012 34.11609,-92.39390 34.07207,-92.33512 34.06580,-92.33101 33.81882,-92.33202 33.80137,-92.33857"
05041,"33.51465,-91.24764 33.51735,-91.30883 33.52042,-91.34470 33.56246,-91.44376 33.78405,-91.54432 33.96836,-91.53696 34.00156,-91.45692 34.11926,-91.13801 34.12649,-91.10819 34.12594,-90.94225 34.10095,-90.86633 34.06678,-90.87350 33.78534,-90.98404 33.78122,-90.98617 33.68322,-91.03783 33.68000,-91.04053 33.57725,-91.16802 33.51465,-91.24764"
05043,"33.38994,-91.44830 33.39973,-91.97922 33.40288,-91.98096 33.45145,-92.00726 33.52987,-92.00040 33.78944,-91.96725 33.78405,-91.54432 33.78090,-91.43703 33.38994,-91.44830"
05045,"34.86125,-92.43982 34.86248,-92.44547 34.97686,-92.59074 34.98082,-92.59540 34.98841,-92.60075 34.99109,-92.60255 34.99694,-92.60447 35.00511,-92.60480 35.37404,-92.47702 35.36913,-92.24891 35.36457,-92.10941 35.07328,-92.11861 35.02237,-92.12025 34.92856,-92.23035 34.86224,-92.43649 34.86125,-92.43982"
